Title,URL,Lyrics
Signs,https://genius.com/Snoop-dogg-signs-lyrics,"I'm not sure what I see Cupid don't fuck with me! Are you telling me this is a sign? She's looking in my eyes, and I don't see no other guys Are you telling me this is a sign?  Don't think about it, boy leave her alone  Nigga you ain't no G! She likes my tone, my cologne and the way I roll, you ain't no G!  It's legit, you know it's a hit When The Neptunes and the Doggy Dogg fin to spit You know he's in - tune with the season Come here baby, tell me why you leaving? Tell me if it's weed that you need If you wanna breathe, I got the best weed minus seeds Ain't nobody tripping, VIP they can't get in If something go wrong then you know we get to Cripping  I'm not sure what I see Cupid don't fuck with me! Are you telling me this is a sign? She's looking in my eyes, and I don't see no other guys Are you telling me this is a sign? Don't think about it, boy leave her alone  Nigga you ain't no G! She likes my tone, my cologne and the way I roll  You ain't no G! Now you stepping with a G, from Los Angeles Where the helicopters got cameras Just to get a glimpse of our Chucks And our Khakis and our bouncing cars You wit you friend right?  She ain't trying to bring over no men right?  Shit, she ain't gotta be in the distance She could get high all in an instant  I'm not sure what I see Cupid don't fuck with me! Are you telling me this is a sign? She's looking in my eyes, and I don't see no other guys Are you telling me this is a sign? Don't think about it, boy leave her alone  Nigga you ain't no G! She likes my tone, my cologne and the way I roll  You ain't no G!  Mami, mamacita, have you ever flown on G5s From London to Ibiza? You gotta have cake to You'll have Sunday's with chiquitas You'll see Venus and Serena, in the Wimbledon Arena And I can take you I'm not sure what I see Cupid don't fuck with me! Are you telling me this is a sign? She's looking in my eyes, and I don't see no other guys Are you telling me this is a sign?  Don't think about it, boy leave her alone  Nigga you ain't no G! She likes my tone, my cologne and the way I roll, you ain't no G!    Nigga don't be young and foolish You don't know what you're doing You don't know what you've lost until she's gone  She got a pretty face, drove you wild But you ain't have that Snoop Doggy Dogg Style  I'm not sure what I see Cupid don't fuck with me! Are you telling me this is a sign? She's looking in my eyes, and I don't see no other guys Are you telling me this is a sign?   Ooh wee!! Heeeeeee, hey! Ooh wee!! Heeeeeee, hey!"
Lay Low,https://genius.com/Snoop-dogg-lay-low-lyrics,"Yo what's Crip-a-lat'n, this big Snoop Dogg Leave your name and your number at the motherfucking beep If this one of my hoes, two-way me  Ay ay Snoop whattup, this your nigga Dre Ay man I was thinking I ain't said shit on your whole motherfucking album So check it out, put this on there: All you motherfucking haters out there, can suck my motherfucking dick! And we still smoking, what?!  For the nigga who be talking loud and holding his dick, talking shit He better lay low For the bitch that said I shot some shit up out of my dick, now she sick She better lay low For the niggas who be claiming my hood And really ain't from my gang, better lay low I hope he don't be thinking I'm just talking And I won't do a thing, really hope so  Lay low, nobody move until I say so Limo tint rolling deep like the President See I don't go to clubs, I never chase a bitch I'm here to bang that gangsta shit to the apocalypse We call it stress, some of y'all call it chocolate Return of the Top Dogg, and ain't no stopping this Whatever the case, I ain't trying to catch it Lay low, blow big dope, and slang records Unseen but well heard, do not disturb The only reason you alive cause I ain't sent the word I flip, faster than birds, Snoop Dogg will emerge From the smoke and go loc, you shouldn't provoke I bring the worst from the L.B.C Smash motherfuckers thinking they gonna smash on me Snoop and Dre give a fuck about what y'all say From the World's Most Dangerous Group, N.W.A Our rise, it was no surprise I always knew these fools would trip Hating, faking, scheming on mine And on the down low talkin shit Best move cause I refuse to lose No matter which damn road I choose So lay low cause you might be bruised Top story on the evening news I ain't for games, so if you wanna play 'em lay low Lay down on the floor I'm in a rage, so if we gotta do this let me know That's what I came fo'  Where that nigga who be talking shit He don't come around no more because I fucked his bitch I made her suck my dick, while I was squeezing the tits Then I hit it from the back, gripped tight on them hips She tried to make me cum, but I was trying to take her home Dropped her off and seen you fishing on your raggedy Brougham Coulda thumped you in your dome  And don't sag too hard, you show everybody your thong  Booyaka booyaka, we bring it straight to ya From 22's to Luger's the shit that shoot through ya Who you motherfuckers think the Top Dogg bang with The same clique he came with and made the game flip Now niggas grow they hair, hold they stare and act hard That's even tho' your CEO talk shit get slapped hard The backyard is where we get our scrap on The black car drive by then you get capped on Whassup pimping, it's P and Snoop With Dre on the beat, this ain't nothing but loot They call me Jed Clampett for all the bread I got But they call me Bill Clinton for all the head I got I keeps it realer, cause I'm all about my scrilla The ladies love me cause I'm a million dolla hitta It's, No Limit til I D-I-E C-P-3, or Richmond, Cali's where I be  For the nigga who be talking loud and holding his dick, talking shit He better lay low For the bitch that said I shot some shit up out of my dick, now she sick She better lay low For the niggas who be claiming my hood And really ain't from my gang, better lay low I hope he don't be thinking I'm just talking And I won't do a thing, really hope so"
G Funk Intro,https://genius.com/Snoop-dogg-g-funk-intro-lyrics,"Yeah, this is another story about dogs For the dog that don't pee on trees is a bitch So says Snoop Dogg So you better get your pooper scooper, 'cause the nigga's talkin shit Roof! Roof! Roof! Roof! Roof!  I'm sippin' on Tanqueray With my mind on my money and my mouth fulla gan-jay R-A-G to the motherfuckin' E Back with my nigga, S-N-double-O-P  Rage in effect I just begun to rock  Hey yo Rage, would you please drop some gangsta shit? I rock ruff and stuff with my Afro Puffs Handcuffed as I bust, 'bout to tear shit up Oh, what? Did ya think I, didn't ever think I Would be the one to make you blink eye, I'm catchy like pink-eye Never will there ever be another like me Um, you can play the left, 'cause it ain't no right in me Out the picture, out the frame, out the box I knock 'em all Smack 'em out the park, like ""A Friendly Game of Baseball"" Grand slam, yes, I am Kickin' up dust and I don't give a goddamn 'Cause I'm that lyrical murderer, pleading guilty You know from my skills I'm about to be– Filthy, large, Rage in charge You know what's happenin', don't try to play Raj This ain't no rerun, see hon', don't you wanna be one However, Rage'll wreck ya, 'cause I'm def I kick my vocals, I loc yo, coast to coast or local, uh I'll make 'em go coo-coo for my Cocoa Puffin' stuff, ayo Snoop, you're up Let these niggas know that niggas don't give a fuck This is just a small introduction to the G-funk era Everyday of my life I take a glimpse in the mirror And I see motherfuckers tryin' to be like me Ever since I put it down with the D-R-E  Foamin' at the mouth and waggin' his tail Searchin through the yard with a keen sense of smell Lookin' for the business in heat And when he find it he'll be sniffin her seat We travel in packs and we do it from the back How else can you get to the booty? We do it doggystyle, all the while we do it doggystyle Yo motherfuckin' hoe! He fucked the fleas off the bitch, he shaked the ticks off his dick And in the booty, he buries his motherfuckin' bone And if there's any left over, he'll roll over and take a doggy bag home  Damn, that Tanqueray is talkin' to a nigga I ain't bullshittin', one of y'all niggas gotta get it Man, I got to piss Breath test?"
Imagine,https://genius.com/Snoop-dogg-imagine-lyrics,"Yo Doc what up my nigga Snoop Dogg, this is what it is mane This record is so motherfuckin' gangsta man I think it's time for me and you to just, tone it down a bit Come on...  Imagine it never happened Imagine no rappin' Imagine niggas trapped imagining having action Imagine how these niggas could be actin' if we never got this shit crackin' Imagine life's so hard You can't imagine it's like livin' in the City of God, you feel me? Imagine life on the yard Or tryin' to get that dollar on some shitty ass job Imagine Biggie with his son Imagine Pac gettin' called 'pop' by one Imagine a mother struggling Dealing with a system that don't give a fuck about who shot her son Imagine life where you can't win When you get out of the ghetto and go right to the pen When you get out to the pen you go right to the jenz So if you get back to the streets you go right back in Imagine Russell still struggling No Def Jam, just another nigga hustlin' And ain't no rocks on them fellas Just rocks on them fellas, just tryin' to keep it bubblin' Imagine niggas just stuck From the East to the West Coast, everybody fucked up I can't imagine no less But it don't take imagination to know niggas been blessed with hip-hop Before we go, can you imagine? With your ears, clear your mind – can you imagine? Paint a picture in the sky - can you imagine? Please call emergency I've been dreamin' all my life  Can you imagine being lit up by some hot shells? Imagine being tossed around and put in jail Imagine life when you can't get from under Imagine niggas at ya when you done fo' Remember how they asked you ""What you run for?"" and treat ya like a bitch When they kick you in your dick and take your shit Reactin' like they hate to see you gung ho But just imagine if the rabbit got the gun, though But you already know Imagine niggas in the LBC Felt just like Snoop Dogg and D-R-E And felt just like them niggas in the 2-1-3 Then imagine that's what's coming when you fuckin' with me Imagine you was up on top of this shit Imagine if the bitches could stay off this dick I mean, imagine we said 'fuck this shit' Imagine if my niggas got together and tore up this bitch, yeah You can't imagine growing up in the jail, dumb Happy just to be alive, watching all your people run Would you imagine growing up to sell you 50 million records Worldwide or fuckin' off somebody's son Imagine if these niggas never saw a color Would it be peaceful in them streets where niggas kill each other? All a drunk fool get is pissed-on balls Keep fuckin' off my niggas, they gone murder us all Imagine that Before we go, can you imagine? With your ears, clear your mind – can you imagine? Paint a picture in the sky - can you imagine? Please call emergency, I've been dreamin' all my life, all my life Before we go, can you imagine? With your ears, clear your mind – can you imagine? Paint a picture in the sky - can you imagine? Please call emergency, I've been dreamin' all my life, all my life Imagine, imagine Yeah, yeah, oh yeah Can you imagine? Can you imagine? Can you imagine? Imagine, imagine  ""In the name of Allah, in the name of God The beneficent, the merciful The one God to whom all praise is due Regardless of land, labor, or title No matter what name you call God by Whenever life seems hard Everybody know that you must﻿ talk to God"""
Step Yo Game Up,https://genius.com/Snoop-dogg-step-yo-game-up-lyrics,"Yeah man what's going on man it's really really pimpin' up in here man I know you ain't seen pimpin' in a long time man, I've been MIA You know what I'm sayin' missin' in action I ain't been on no milk carton box But I've been milking and boxing these bitches Cause they got to step they game up, you know what I mean?  What you lookin' at?  What you waitin' for?  Go on, come on in the door  Drop it to the floor and just  You a kid  You drink gin  Is that your friend?  Tell a nigga you with you better   Break it down bitch, let me see you back it up Drop that ass down low then pick that motherfucker up Break it down bitch, let me see you back it up Drop that ass down low then pick that motherfucker up Back that pussy tease a motherfucker Back that pussy tease a motherfucker Back that pussy tease a motherfucker Back that pussy tease a motherfucker Rub that shit it's yours bitch, grab his dick it's yours bitch Rub that shit it's yours bitch, grab his dick it's yours bitch Now turn around bitch, put that ass on a nigga Grind on his dick make it get a little bigger Now turn around bitch, put that ass on a nigga Grind on his dick make it get a little bigger What you lookin' at?  What you waitin' for?  Go on, come on in the door  Drop it to the floor and just  You a kid  You drink gin  Is that your friend?  Tell a nigga you with you better   Bitch wanna act like she ain't never been with Fast lane pimpin' on, the nails with the French tip Potato chip yup with a French dip Say she wanna French kiss all on my diznick It's cool, go on and break fool if you have to What which you won't do bitch I'mma slap you Stay in line ho it's a pimp affair If you down to get low I can take you there But you can't fake once you hit the gate Shake till it ache, work that birthday cake You say you wanna make it ho  Well quit bullshittin' and get naked ho Now you always got to be hot and vicious So move them biscuits and hit them tricks, bitch Now you got about a minute to fix this Cuz I'm trying to find a bitch that's bootylicious What you lookin' at?  What you waitin' for?  Go on, come on in the door  Drop it to the floor and just  You a kid  You drink gin  Is that your friend?  Tell a nigga you with you better   P-U-S-S-Y, run a world, I'm the girl in the flesh, ah Lookin' for a nigga that will suck me like a blow pop Run that dick to the door, do me baby don't stop Same nigga talkin' all that shit Just a little bitch, little balls, little dick Let me show you how to work your tongue like a hurricane We ain't here to play no games, baby give me everything I know you like me when I drop it down low Show it from the back, look back, let it roll Drop it to the floor like a G bitch supposed to Shake it shake it shake it make a nigga go postal But that's for fucking with a Miami girl Get your man, take his money, and then buy the world So nigga don't front, cuz fat wallets and big dicks is all I want What you lookin' at?  What you waitin' for?  Go on, come on in the door  Drop it to the floor and just  You a kid  You drink gin  Is that your friend?  Tell a nigga you with you better   Chuuuch, Preach, Tabernacle Chuuuch, Preach, Tabernacle Chuuuch, Preach, Tabernacle Chuuuch, Preach, Tabernacle Chuuuch, Preach, Tabernacle Chuuuch, Preach, Tabernacle Chuuuch, Preach, Tabernacle Chuuuch, Preach, Tabernacle  What you lookin' at?  What you waitin' for?  Go on, come on in the door  Drop it to the floor and just  You a kid  You drink gin  Is that your friend?  Tell a nigga you with you better "
Boss’ Life,https://genius.com/Snoop-dogg-boss-life-lyrics,"Some of 'em lie about the shit they got and what they do on the block Some of 'em lie about the guns they pop But I don't, I don't, I don't, I don't That's how it is for me cause I live a boss' life So many niggas wanna play but still got dues to pay Some of 'em gotta beg a bitch to stay But I don't, I don't, I don't, I don't That's how it is for me cause I live a boss' life Now this is for the B's and the C's, and the D's and the H's And the G's puttin' work in overseas At ease with the Doggy and smoke some weed Fuck it, if my nigga detoxing, it's more for me Baby this is presidential really, a pocket full of women Understanding how I'm living, show them hoes how you winning It's the beginning with the pearls you're given The world soft like linen and sweet like cinnamon But everyday like 50 say, it's Many Men They wanna take me out the spot, they want the pussy and the ends But separate the paper and the Benz and the cribs Then the hoes, then the clothes, I'mma have to let 'em go You know how the Dogg roll, don't get it twisted Cause he bang out the East just in case you wanna visit A touch of the exquisite, mixed with somethin' pimpish And it's comin' from the Beach where them niggas is a beast But I just listen, all that shit is in my past I'm connected to the purse first nigga, the ass last From Long Beach to Venice is the premise Want the green like spinach and I'm strong to the finish See me man, I'm nothin like you I got the kinda swagger that you ain't used to I'm leanin' in my ride, fo' fifth, cock bangin' Me, I'm ridin' by ya on the corner, block slangin' I'm livin' that boss' life The hoes come runnin' when they see me comin' I'm livin' that boss' life You can have anything just don't fuck with my money  This is for the West and the East and the Dirty South Khaki's and them Timbs and them niggas with the platinum mouths Thinkin' that they blessed by the actions that be comin' out When you in Magic City you be carrying a lot of clout But trickin' ain't the route, that's even if you got it There's a method to you holdin it when they can't do without it Just put the key up in it nigga if she 'bout it You can have her and her partner, fuckin' with it for a dolla If she a baller, she gon' ride with a shot caller Roll with the Boss Dogg in the back of a blue Impala And if she follow, then she gon' swallow All the game you got to give her, be a different bitch tomorrow But I would never bother breakin' out the Doggfather 'less I knew that she was 'bout him, havin' diamonds on his collar I'm just an author, spreading game to my partners Walkin' on the blue carpet with the Doctor See me man, I'm nothin like you I got the kinda swagger that you ain't used to I'm leanin' in my ride, fo' fifth, cock bangin' Me, I'm ridin' by ya on the corner, block slangin' I'm livin' that boss' life The hoes come runnin' when they see me comin' I'm livin' that boss' life You can have anything just don't fuck with my money"
Pump Pump,https://genius.com/Snoop-dogg-pump-pump-lyrics,"*static* Pump Pump, Pump Pump, Pump Pump, Pump Pump Pump Pump  Let the motion of your body be the key 'cause we Be the motherfuckin G Funk family Now, I'll play the G in this deadly game Snoop Dogg is the name Dogg Pound's the gang If it ain't one thing it's a motherfuckin' nother Word to my granny and my daddy and my mother Whether standin on the corner or bouncin in the six-deuce When I was locked up, I couldn't wait to get loose 'Cause back in the days, on the side where it's at A nigga had to have a fat stack And I was a fool, don't make me have to grab my strap and go Rat-tat-tat-tat, nigga slap to a motherfucker face he fall Can't none of y'all niggas see the Doggy Dogg 'Cause I'm one rude bwoy comin with the wickedness So shut the fuck up, and listen while I'm kickin this  Blam blam, blam to dem all Listen to the shots from my nigga Doggy Dogg  Blam blam, blam to dem all Listen to the shots from my nigga Doggy Dogg  Now you can look to the Sun and spot the moon And see Snoop Doggy Dogg step into the room With the G funk, he funk, she funk, we funk Follow me, follow me, listen to the words that a nigga  I come down with the wickedness One rude bwoy comin with the dopeness  Close your eyes 'cause you can't see me I quit school cause of recess you fuckin B.G I'm shakin up the party, like Lodi Dodi Is he the dopest? You better aks somebody When, then, send some gin And a pack of zig zags now let the games begin In nineteen-motherfuckin-ninety-three I'm fuckin up every nigga known in the industry Check this out, it's a Dogg Pound thang You know who I am you know my motherfuckin name, who am I?  nickname  last name  The behavior and the flavor that I found Makes me wanna hit that ass up with the Dogg Pound  Blam blam, blam to dem all Listen to the shots from my nigga Doggy Dogg  Blam blam, blam to dem all Listen to the shots from my nigga Doggy Dogg  Di da, di di di da di da, di-di di da, di di di da di da  Di da, di di di da di da, di-di di da  ba-da-bam! Ba-ba-ba-bam!  Now just back up, don't act up, I pack up much heat Any battle I'm in, I win, I can't be beat Don't sleep while I creep peep out my technique I forgot, I'm out of sight so you can't see the MC of the year, you hear and you fear I got somethin for them niggas in the front and the rear I handle the sides, did a driveby in the who-ride I'm satisfied now everything is really alright You know when I come nigga I come wicked Don't need no permission, motherfucker I'ma kick it Niggas sweat my shit I wet 'em up with the biscuit Lick 'em up shot, it don't stop, till dem all drop Make up your mind, go pop or slang rocks Just stop, ridin' on the next niggas jock I'm strapped with my Glock on your block And ready to let loose on the first imitator that I spot  Blam blam, blam to dem all Listen to the shots from my nigga Doggy Dogg  Blam blam, blam to dem all Listen to the shots from my nigga Doggy Dogg  Blam blam, blam to dem all Listen to the shots from my nigga Doggy Dogg  Blam blam, blam to dem all Listen to the shots from my nigga Doggy Dogg  Di da, di di di da di da, di-di di da, di di di da di da da Da di di da, da da da di di da da Da di di da, da da da di di da- Da di di da, da da da di di da da Da di di da, da da da di di da da Ba-da-bam! Calm down, the shows over..."
Pimp Slapp’d,https://genius.com/Snoop-dogg-pimp-slappd-lyrics,"W-Balls, it's your main man DJ E-Z Dick About to unleash another one of those platnum plus hits And the word is on the streets, and the word is the streets We gon go to a live remote, licking wit my main man Mr Doggy Dogg  A day in the life, of a Rollin' 20 Crip I'm just a stubborn type of fella with a head like a brick Now just because I sip Moet, they say that I'm hopeless But I don't give a fuck, so blame it on the loc'ness Now this is how we do it when we checking the grip Snoop Dogg is in this bitch, so don't even trip I bust a funky composition that's as smooth as a prism So check it while I kick off in this funky-ass rhythm It's six dub, the phone is ringing off the deck And it's some homies talking about I disrespected they set Aww nah, Dogg ain't diss y'all I got a couple relatives up off of Crenshaw This is about me and Simon, not me and y'all I got love for a bunch of real B-Dogs Like K-Dub, Top Cat, B-Real, E-Rock, Boo-Lay Face And the homie Heron rest in peace Big Jay from Campanella Park He used to blaze with his nephew after dark On and on, rocking big Neckbone Mausberg I had to put you on my song It's so real, I had to show some love Now back to this scrub, it ain't about Crip or Blood It's about you bein' jealous of what I does Cause I does it the most, the king of the coast In the paint playin' post - I back you down Like Shaq-Daddy, and bust on ya out the new Caddy And skirt up Wilshire Boulevard I'm not Xzibit, you can't ""Pull My Ho Card"" .. I fucked all your groupies When you was doing time in Camp Snoopy With the fags and snitches, no killers just bitches And you was payin' niggas off with all my riches You so hardco', why you ain't go to level fo'? Oh I know  But I walk the mainline every time I go down You can check my G Files I do it L.B.C. style .. I got the word on you Simon You need to just start rhymin' Cause you the biggest star on your label And them other niggas just crumbs off my table You're not able, to compete with the heat that I drop And I still ain't been paid, for ""1-8-7 on a cop"" I started yo' shit and I will end yo' shit If you keep talkin shit on Crip! It all boils down to the fact That you're jealous of my paper stack  It all boils down to the fact That you're jealous of my paper stack   Money, I get it, paper I got it I got the dope Heaters, I keep em, bitches I got em Run up, ya get done up, I stay one up  If I shoot you, I'll be brainless, and you'll be famous And I'll be spending money out the anus Your only gain is to try to get me to fall down to your level Man you worse than them devils Alotta niggas should've said it, fuck em But I'ma say it for em, stop it, pop it, rewind and play it for em This nigga's a bitch like his wife Suge Knight's a bitch, and that's on my life And I'ma let the whole world see Cause you fucked up the industry, and that's on me We can go head up, nigga, set it up Or we can do the other thing, I love to wet it up Your rappers and artists, tell em, shut it up Cause I'll fuck every last one of 'em up, especially Kurupt  See that's my lil homeboy, so he knows what's up  He better keep it Crippin', and slip his clip in Cause these niggas trippin', this is official business Do the same way, leave no witnesses This is that unexpected misdirected, sprayed, covered and protected Strip you butt naked, chicky-check-check-it It's all to the good again You can catch Snoopy Do Double in the hood again  Spinning that real times, spitting that real shit To make the whole world feel it  So put the bacon in the skillet , and try to peel it Cause Doggystyle Records is the realest, nigga  Money, I get it, paper I got it Heaters, I keep em, bitches I got em Money, I get it, paper I got it Jealous ass nigga"
Let’s Get Blown,https://genius.com/Snoop-dogg-lets-get-blown-lyrics,"Yessir!  Can I get more thrills? You know you want some more girl, so come on, yeah Can I get more thrills? You know you want some more girl, so come on Let's get blooooooown! Let's get blooooooown!  I'm just looking, mm-mm-mm Looking at the ladies All of them fly I don't know which one I want, dawg I can't make up my mind, girl  So won't you make it easy on me? And take this drink, then hit this weed Two step wit me, let's slip to the dance floor On and on and on and on we go I'll dip you if you want me to You see I really wanna get a little front with you Biggidy bump with you A nigga wanna hump you, and then just comfort you And then I'll pop the top And lay you on the cot, and get you nice and hot Yeah yeah, it's all to the real We could do it like Guy, come on girl, let's chill Can I get more thrills? You know you want some more girl, so come on, yeah Can I get more thrills? You know you want some more girl, so come on Let's get blooooooown! Let's get blooooooown!  Come on baby, let's get blown, mm Now you can fly the friendly skies With the S-N double O-P, D-O double G-Y Now don't ask why Just keep looking good in the hood, damn girl, you so fly We could do what you want to You say you drink Alize, or was is Malibu? It don't really matter though You remind me of the time when I had a ho She kept telling me, ""Doggy Dogg, I gotta go"" So I let her get in the wind and co-macked her friend Two plus two, it equals four This is some shit that could last forever more I'm tryna put my bid in Naw I'm just kidding, come on ma, get in And don't ask where we going, pimping and hoeing Drink pouring and weed blowing, you know it, come on! Can I get more thrills? You know you want some more girl, so come on, yeah Can I get more thrills? You know you want some more girl, so come on Let's get blooooooown! Let's get blooooooown!  Come here baby, lemme holla at you real quick I've been looking at you, from the corner of my eyes Checking out your hips, lips, tips and your thighs I've been wanting to do you, for a mighty long time You make a pimp wanna sing ""I-I-I""  We'll head to the hills, your dreams I'll fulfill We could do it how you want cause I'm oh so real Tell me you, naw I won't squeal You wit Da Big Boss Dogg so seal the deal Pharrell got the Babyface And Dogg got the Whip Appeal, so name the place This love I bring to you, on the real baby girl Won't you do me a favor and sing for Snoop?  Can I get more thrills? You know you want some more girl, so come on, yeah Can I get more thrills? You know you want some more girl, so come on Let's get blooooooown! Let's get blooooooown! Damn, you know you want it  So come and get it  If I got it  Then you can get it  Hey! Ohh Can I get more thrills? Can I get more thrills"
"Gz Up, Hoes Down",https://genius.com/Snoop-dogg-gz-up-hoes-down-lyrics,"Yeah, what's happening? This one is dedicated to my niggas All my niggas out there, G's up, hoes down  Ladies and gents, playas and pimps listen Snoop Doggy Dogg on the mic, pay attention One, two, oh what shall I do? I'm slipping on my khaki suit  The blue one, gun by my side as I mob to the beach On a mission and I'm fishing for my DJ Warren G Now I look for the bud sack And see where my loves at on the lake where the doves at Cognac is the drink that's drank by G's Sagging like a mothafucka, khakis to they knees Bitch please, you know how we do the undercover I'm Snoop Doggy Dogg, not your average motherfucka, see  Some of you don't know about the G thang, baby It's the smooth gangsta shit that be driving ya crazy Now as ya groove to the beat and ya move to the sound I'mma hit ya up with the Pound, G's up, hoes down  Back with the one, two, three, and to the fo' It's the S-N, O and to the O, P  I don't know, but  It's the Indo  I don't fuck with the pocus, everbody knows this Fucking with the Chronic, cause the Chronic gives me dopeness Now focus your eyes on these, follow me As I take ya rolling with the real OG's East Side is the motherfuckin' place, known as home Doggy Dogg with my bone in my hand, twenty grand and  Some of you don't know about the G thang, baby It's the smooth gangsta shit that be drivin ya crazy Now as ya groove to the G-Funk, and move to the sound I hit you up with the Pound, Gz Up, Hoes Down   Hell yeah, you know what I'm saying? This is stricly for the G's, you know I'm saying? Fuck that, bitch Niggas always handcuffing that ho When a nigga like me steps in the place I don't want that ho, I don't love that ho I'm caught up with my greens Collard greens, Indo and the cash flow You know what I'm saying? Peace, G's up, hoes down"
For All My Niggaz & Bitches,https://genius.com/Snoop-dogg-for-all-my-niggaz-and-bitches-lyrics,"Well it's that slow flow, D-O-double-G, nigga See these other fools but you can't see me, nigga Who am I?  Do or die  So slow your roll, I'm In Control like Janet The loc-est twenty-one year old nigga that's on this planet Take it for granted, if ya wanna, cuz I'm gonna Grab my strap then clear the corner, beeotch!!  To all my bitches and my niggas and my niggas and my bitches Wave your motherfuckin hands in the air And if you don't give a shit like we don't give a shit Wave your motherfuckin fingers in the air To all my niggas and my bitches and my bitches and my niggas Wave your motherfuckin hands in the air And if you don’t give a fuck like we don’t give a fuck Keep your motherfuckin hands in the air  Now on a one  two  three  who could it be? Comin with a grip of gangsta shit for ninety-three So ninety-four's arrived nigga, back on up And let me and my Dogg Kurupt fuck shit up Now can't nobody see me here or there Wherever I bails, I put it down all around Cuz ain't shit for sale in the Coupe With the beat flossin off gold D's And my cousin Snoop packs well, you know what I mean And it don't take much, for the Dogg Pound to bust a cap In your ass, for gettin us all fucked up Now check it, it's a callin for niggas like Doggs Who supposed to be the shit, but steadily bitchin like hoes  other Doggs  Yiggy y'all Stay full of that gin and juice and have a ball I packs a strap, like that, I kicks it like this Now how many bitches must get dicked? Before they say, ""Oh is it that nigga from back in the day? Ya never ever thought I'd see him bustin with Dr. Dre"" Cuz I grips mics, I rips mics in half Hoes be comin to my flat so I can tap that ass  To all my bitches and my niggas and my niggas and my bitches Wave your motherfuckin hands in the air And if you don't give a shit like we don't give a shit Wave your motherfuckin fingers in the air To all my niggas and my bitches and my bitches and my niggas Wave your motherfuckin hands in the air And if you don’t give a fuck like we don’t give a fuck Keep your motherfuckin hands in the air You're headed my way, nigga you best to hit a U-turn quick So what's happenin? I'm cappin shit up like a Western flick The kingpin of the clique, top notch 17 shot Glock cocked, so all nigga drop The run of the mill fool get broke off for tryin to serve The best Kurupt's era, peep the terror, cuz it's a murder fest I smoke chronic every day, so what have we Another motherfucker, gettin served like some cavy Now who, drops  I got the juice like 2Pac  rollin with two Glocks Fly motherfuckers can't see Kurupt Hellraisin like Pinhead, beware I'm tearin shit the fuck up Slow your roll, like your legs was broken Who's jokin? Rakim never joked, so why should I loc? Now that's my idol, check the vital rhyme flow doe Runnin em like Flo Jo, stranded on Death Row Mediocre motherfuckers die cuz I'm servin and They can't fuck with or see me I'm mass murderous  Yeah  I'm rugged like a BF Goodrich  Peep the murderous styles and the poetical techniques To all my bitches and my niggas and my niggas and my bitches Wave your motherfuckin hands in the air And if you don't give a shit like we don't give a shit Keep your motherfuckin fingers in the air To all my niggas and my bitches and my bitches and my niggas Wave your motherfuckin hands in the air And if you don’t give a fuck like we don’t give a fuck Keep your motherfuckin fingers in the air  Check it out, it's Rage, ready for the breakdown Take down, when it comes to the mic I'm puttin my weight down And that's 175 pounds of beef Beatin' yo' ass down to the concrete Fool, act like ya know I'm stranded on Death Row with no where to go, so What's a girl to do? Take out a crew, or two, a few, what you wanna do?  Throw your guns in the motherfuckin air, we don't care  About nuthin at all, just my Doggs and clockin the grip bitch  That's why I can kick it so tuff, cuz when times get ruff, my  The clique I'm with, don't give a sheeit, ya know why?  Now all the bitches, and the niggas Wave your motherfuckin hands in the air To all my niggas, and my bitches Wave your motherfuckin hands in the air To all my niggas, and my bitches Wave your motherfuckin hands in the air And if you don’t give a fuck like we don’t give a fuck Keep your motherfuckin fingers in the air"
