Title,URL,Lyrics
Save Myself,https://genius.com/Ed-sheeran-save-myself-lyrics,"I gave all my oxygen to people that could breathe I gave away my money and now we don't even speak I drove miles and miles, but would you do the same for me? Oh, honestly? Offered off my shoulder just for you to cry upon Gave you constant shelter and a bed to keep you warm They gave me the heartache and in return I gave a song It goes on and on  Life can get you down so I just numb the way it feels I drown it with a drink and out-of-date prescription pills And all the ones that love me they just left me on the shelf No farewell So before I save someone else, I've got to save myself  I gave you all my energy and I took away your pain 'Cause human beings are destined to radiate or drain What line do we stand upon, 'cause from here it looks the same And only scars remain  Life can get you down so I just numb the way it feels I drown it with a drink and out-of-date prescription pills And all the ones that love me they just left me on the shelf No farewell So before I save someone else, I've got to save myself But if I don't Then I'll go back To where I'm rescuing a stranger Just because they needed saving just like that Oh, I'm here again Between the devil and the danger But I guess it's just my nature My dad was wrong 'Cause I'm not like my mum 'Cause she'd just smile and I'm complaining in a song But it helps So before I save someone else I've got to save myself  Life can get you down so I just numb the way it feels I drown it with a drink and out-of-date prescription pills And all the ones that love me they just left me on the shelf No farewell So before I save someone else, I've got to save myself And before I blame someone else, I've got to save myself And before I love someone else, I've got to love myself"
Lego House,https://genius.com/Ed-sheeran-lego-house-lyrics,"I'm gonna pick up the pieces And build a LEGO house If things go wrong we can knock it down My three words have two meanings There's one thing on my mind It's all for you  And it's dark in a cold December But I've got you to keep me warm If you're broken I'll mend ya And I keep you sheltered from the storm that's raging on now  I'm out of touch, I'm out of love I'll pick you up when you're getting down And out of all these things I've done I think I love you better now I'm out of sight, I'm out of mind I'll do it all for you in time And out of all these things I've done I think I love you better now Now  I'm gonna paint you by numbers And colour you in If things go right, we can frame it And put you on a wall And it's so hard to say it But I've been here before Now I'll surrender up my heart And swap it for yours I'm out of touch, I'm out of love I'll pick you up when you're getting down And out of all these things I've done I think I love you better now I'm out of sight, I'm out of mind I'll do it all for you in time And out of all these things I've done I think I love you better now  Don't hold me down I think the braces are breaking And it's more than I can take  And it's dark in a cold December But I've got you to keep me warm If you're broken I'll mend you And keep you sheltered from the storm that's raging on now  I'm out of touch, I'm out of love I'll pick you up when you're getting down And out of all these things I've done I think I love you better now I'm out of sight, I'm out of mind I'll do it all for you in time And out of all these things I've done I think I love you better now I'm out of touch, I'm out of love I'll pick you up when you're getting down And out of all these things I've done I will love you better now"
Hearts Don’t Break Around Here,https://genius.com/Ed-sheeran-hearts-dont-break-around-here-lyrics,"She is the sweetest thing that I know Should see the way she holds me when the lights go low Shakes my soul like a pothole every time Took my heart upon a one way trip Guess she went wandering off with it And unlike most women I know This one will bring it back whole Daisies, daisies perched upon your forehead Oh my baby, lately I know  That every night I'll kiss you, you'll say in my ear ""Oh, we're in love, aren't we?"" Hands in your hair Fingers and thumbs, baby I feel safe when you're holding me near Love the way that you conquer your fear You know hearts don't break around here Oh yeah, yeah, yeah Yeah-yeah, yeah-yeah  She is the river flow in Orwell And tin wind chimes used for doorbells Fields and trees and her smell fill my lungs Spend my summertime beside her And the rest of the year, the same She is the flint that sparks the lighter And the fuel that will hold the flame, oh Roses, roses laid upon your bed spread, oh my All this, all this I know But every night I'll kiss you, you'll say in my ear ""Oh, we're in love, aren't we?"" Hands in your hair Fingers and thumbs, baby I feel safe when you're holding me near Love the way that you conquer your fear You know hearts don't break around here Oh, yeah, yeah, yeah  Well, I found love hidden inside The arms of the woman I know She is the lighthouse in the night That will safely guide me home And I'm not scared of passing over Or the thought of growing old 'Cause from now until I go  Every night I kiss you, you'll say in my ear ""Oh, we're in love, aren't we?"" Hands in your hair Fingers and thumbs, baby I feel safe when you're holding me near Love the way that you conquer your fear You know hearts don't break around here Oh yeah, yeah Every night I kiss you, you'll say in my ear ""Oh, we're in love, aren't we?"" Hands in your hair Fingers and thumbs, baby I feel safe when you're holding me near Love the way that you conquer your fear You know hearts don't break around here Yeah, yeah, yeah You know hearts don't break around here Oh yeah, yeah, yeah"
Tenerife Sea,https://genius.com/Ed-sheeran-tenerife-sea-lyrics,"You look so wonderful in your dress I love your hair like that The way it falls on the side of your neck Down your shoulders and back We are surrounded by all of these lies And people that talk too much You got the kind of look in your eyes As if no one knows anything but us  Should this be the last thing I see I want you to know it's enough for me 'Cause all that you are is all that I'll ever need  I'm so in love So in love So in love So in love  You look so beautiful in this light Your silhouette over me The way it brings out the blue in your eyes Is the Tenerife sea And all of the voices surrounding us here They just fade out when you take a breath Just say the word and I will disappear Into the wilderness Should this be the last thing I see I want you to know it's enough for me 'Cause all that you are is all that I'll ever need  I'm so in love So in love So in love So in love  Lumiere darling Lumiere over me Lumiere darling Lumiere over me Lumiere darling Lumiere over me  Should this be the last thing I see I want you to know it's enough for me 'Cause all that you are is all that I'll ever need  I'm so in love So in love So in love So in love You look so wonderful in your dress I love your hair like that And in a moment I knew you, Beth"
Bibia Be Ye Ye,https://genius.com/Ed-sheeran-bibia-be-ye-ye-lyrics,"Bibia be ye ye  I lost my shoes last night, I don't know where I put my keys I was tired and fell asleep beneath an oak tree I bet my mother's proud of me from each scar Upon my knuckle and each graze upon my knee, and all I know Is I got a cab and then threw up on his car seat He kicked me out and then I walked in the rain I tell myself in every way I won't be doing this again And tomorrow's a brand new day  Someone told me, ""Always say what's on your mind"" And I am only being honest with you, I I get lonely and make mistakes from time to time Se enioma enko ye, bibia be ye ye Bibia be ye ye, ye ye, ye ye Bibia be ye ye  I remember less and less and mostly things that I regret In my phone are several texts, from girls I've never met And in the pocket of my jeans are only coins and broken dreams My heart is breaking at the seams and I'm coming apart now Now things are looking up, I'll find my shoes right next to the oak tree And I'll get a bus straight into town and spend the afternoon Looking around for the things that I left on the ground And say you're with me, tomorrow's a brand new day Someone told me, ""Always say what's on your mind"" And I am only being honest with you, I I get lonely and make mistakes from time to time Se enioma enko ye, bibia be ye ye Wo nooma (be ye ye) Wo nooma maaaa ye (be ye ye) Wo nooma (be ye ye) Wo nooma maaaa ye (be ye ye) Wo nooma (be ye ye) Wo nooma maaaa ye (be ye ye) Wo nooma (be ye ye) Wo nooma maaaa ye (be ye ye)  Someone told me, ""Always say what's on your mind"" And I am only being honest with you, I I get lonely and make mistakes from time to time Se enioma enko ye, bibia be ye ye Bibia be ye ye, ye ye, ye ye Bibia be ye ye Wo nooma (be ye ye) Wo nooma maaaa ye (be ye ye) (bibia be ye ye, ye ye ye ye) Wo nooma (be ye ye) Wo nooma maaaa ye (be ye ye) Bibia be ye ye Wo nooma (be ye ye) Wo nooma maaaa ye (be ye ye) Wo nooma (be ye ye) Wo nooma maaaa ye (be ye ye)"
"You Need Me, I Don’t Need You",https://genius.com/Ed-sheeran-you-need-me-i-dont-need-you-lyrics,"I don't want bruise your ears Or hurt you again But I got back-stabbed by a black cab When I needed a friend  Now I'm in town, break it down, thinking of making a new sound Playing a different show every night in front of a new crowd That’s you now, ciao, seems that life is great now See me lose focus as I sing to you loud I can't, no, I won't hush I'll say the words that make you blush I'm gonna sing this now (Oh, oh) See, I’m true, my songs are where my heart is I'm like glue, I stick to other artists I'm not you, now that would be disastrous Let me sing and do my thing and move to greener pastures See, I'm real, I do it all, it's all me I'm not fake, don't ever call me lazy I won't stay put, give me the chance to be free Suffolk sadly seems to sort of suffocate me  'Cause you need me, man, I don't need you You need me, man, I don't need you You need me, man, I don't need you at all You need me, man, I don't need you You need me, man, I don't need you You need me, man, I don't need you You need me, man, I don't need you at all You need me I sing and write my own tune and I write my own verse hell Don't need another wordsmith to make my tunes sell Call yourself a singer-writer, you're just bluffing Name's on the credits and you didn't write nothing I sing, fast, I know that all my shit's cool I will blast and I didn't go to BRIT School I came fast with the way I act, right I can't last if I'm smoking on a crack pipe And I won't be a product of my genre My mind will always be stronger than my songs are Never believe the bullshit that fake guys feed to ya Always read the stories that you hear in Wikipedia And musically I'm demonstrating When I perform live, feels like I am meditating Times at the enterprise when some fella filmed me A young singer-writer like a Gabriella Cilmi  'Cause you need me, man, I don’t need you You need me, man, I don't need you You need me, man, I don't need you at all You need me, man, I don't need you You need me, man, I don't need you You need me, man, I don't need you You need me, man, I don't need you at all You need me 'Cause with the lyrics I'll be aiming it right I won't stop until my name's in lights With stadium heights, with Damien Rice On red carpets, now I'm on Arabian Nights Because I'm young I know my brothers gonna give me advice Long nighter, short height and I gone hyper Never be anything but a singer-songwriter, yeah The game's over but now I'm on a new level Watch how I step on the track without a loop pedal People think that I'm bound to blow up I've done around about a thousand shows, but I haven't got a house, plus I live on a couch So you believe the lyrics when I'm singing them out Wow, from day one I've been prepared With V05 wax for my ginger hair So now I'm back to the sofa giving a dose of What the future holds 'cause it's another day Plus I'll keep my last name forever, keep this genre pretty basic Gonna be breaking into other people's tunes when I chase it And replace it with the elephant in the room with a facelift Slipping into another rapper shoes using new laces I'm selling CDs from my rucksack aiming for the papers Selling CDs from my rucksack aiming for the majors Nationwide tour with Just Jack, still had to get the bus back Clean cut kid without a razor for the moustache I hit back when the pen hurts me I'm still a choir boy in a Fenchurch tee I'm still the same as a year ago But more people hear me though According to the MySpace and YouTube videos I'm always doing shows if I'm not I'm in the studio Truly broke, never growing up, call me Rufio Melody music maker, reading all the papers They say I'm up and coming like I'm fucking in an elevator 'Cause you need me, man, I don't need you You need me, man, I don't need you You need me, man, I don't need you at all You need me, man, I don't need you You need me, man, I don't need you You need me, man, I don't need you You need me, man, I don't need you at all You need me, man, I don't need you"
I’m a Mess,https://genius.com/Ed-sheeran-im-a-mess-lyrics,"Oh, I'm a mess right now, inside out Searching for a sweet surrender, but this is not the end I can't work it out, how Going through the motions, going through us  And oh, I've known it for the longest time And all of my hopes, all of my words Are all over written on the signs When you're on my road walking me home Home, home, home, home  See the flames inside my eyes It burns so bright I wanna feel your love, no Easy baby, maybe I'm a liar But for tonight I wanna fall in love Put your faith in my stomach  I messed up this time, late last night Drinking to suppress devotion, with fingers intertwined I can't shake this feeling now We're going through the motions, hoping you'd stop And oh, I've only caused you pain, you know That all of my words will always be low Of all the love we spoke When you're on my road walking me home Home, home, home, home  See the flames inside my eyes It burns so bright I wanna feel your love, no Easy baby, maybe I'm a liar But for tonight I wanna fall in love Put your faith in my stomach  And for how long I love my lover? For how long I love my lover, now, now? For how long-long I love my lover, now, now? For how long-long I love my lover, now, now? For how long-long I love my lover, now, now? (And I feel love) For how long-long I love my lover? (Feel it all over now now and I feel love) For how long-long I love my lover, now, now (Feel it all over now now and I feel love) For how long-long I love my lover, now, now (Feel it all over now now and I feel love) For how long-long I love my lover, now, now (Feel it all over now now and I feel love) For how long-long I love my lover, now, now (Feel it all over now now and I feel love) For how long I love my lover, now, now? For how long-long I love my lover?"
Sing,https://genius.com/Ed-sheeran-sing-lyrics,"It's late in the evening Glass on the side I've been sat with you For most of the night Ignorin' everybody here We wish they would disappear So maybe we could get down now And I don't wanna know If you're gettin' ahead of the program I want you to be mine, lady To hold your body close Take another step into the no-man's land And for the longest time, lady  I need you darling Come on, set the tone If you feel you're fallin' Won’t you let me know Oh-oh, ooh-ooh Oh-oh, ooh-ooh If you love me Come on, get involved Feel it rushin' through you From your head to toe Oh-oh, ooh-ooh Oh-oh, ooh-ooh SING! Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh LOUDER! Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh SING! Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh  This love is ablaze, I saw flames from the side of the stage And the fire brigade comes in a couple of days Until then, we got nothin' to say and nothin' to know But somethin' to drink and maybe somethin' to smoke Let it go until our roads are changed Singin' ""We Found Love"" in a local rave No, I don't really know what I'm supposed to say But I can just figure it out, then hope and pray I told her my name, then said ""It's nice to meet you"" Then she handed me a bottle of water filled with tequila I already know if she's a keeper Just from this one small act of kindness, I'm in Deep shit if anybody finds out I meant to drive home but I drunk all of it now Not soberin' up, we just sit on the couch One thing led to another, now she's kissin' my mouth I need you darling Come on, set the tone If you feel you're fallin' Won’t you let me know Oh-oh, ooh-ooh Oh-oh, ooh-ooh If you love me Come on, get involved Feel it rushin' through you From your head to toe Oh-oh, ooh-ooh Oh-oh, ooh-ooh  SING! Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh LOUDER! Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh SING! Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh  Can you feel it? All the guys in here don't even wanna dance Can you feel it? All that I can hear is music from the back But can you feel it? Found you hidin' here so won't you take my hand, darlin'? Before the beat kicks in again Can you feel it? Can you feel it? SING! I need you darling Come on, set the tone If you feel you're fallin' Won’t you let me know LOUDER! Oh-oh, ooh-ooh Oh-oh, ooh-ooh SING! If you love me Come on, get involved Feel it rushin' through you From your head to toe LOUDER! Oh-oh, ooh-ooh Oh-oh, ooh-ooh SING!"
Visiting Hours,https://genius.com/Ed-sheeran-visiting-hours-lyrics,"I wish that Heaven had visiting hours So I could just show up and bring the news That she's getting older and I wish that you'd met her The things that she'll learn from me, I got them all from you  Can I just stay a while and we'll put all the world to rights? The little ones will grow and I'll still drink your favourite wine And soon, they're going to close, but I'll see you another day So much has changed since you've been away  I wish that Heaven had visiting hours So I could just swing by and ask your advice What would you do in my situation? I hadn't a clue how I'd even raise them What would you do? 'Cause you always do what's right  Can we just talk a while until my worries disappear? I'd tell you that I'm scared of turning out a failure You'd say, ""Remember that the answer's in the love that we create"" So much has changed since you've been away  I wish that Heaven had visiting hours And I would ask them if I could take you home But I know what they'd say, that it's for the best So I will live life the way you taught me And make it on my own And I will close the door, but I will open up my heart And everyone I love will know exactly who you are 'Cause this is not goodbye, it is just 'til we meet again So much has changed since you've been away"
Take Me Back to London,https://genius.com/Ed-sheeran-take-me-back-to-london-lyrics,"Jet plane headed up to the sky Spread wings in the clouds, getting high We ain't hit a rave in a while So take me back to London (Yo)  I do deals, but I never get twanged (Twanged) Moves that ain't ever been planned (Planned) No goons that were never in gangs (Gangs) Where I'm from, chat shit get banged (What?) Where I'm from, chat shit, let a 12 gauge rip Yeah, it's sick how it fits in my hand (Hand) I don't mix with the glitz and the glam (Glam) All these stupid pricks on the 'Gram I don't do online beef, or neeky grime beef I'm way too G'd up to beef with grime neek I bought an AP to help me time keep My shooter ride deep, he moves when I speak My shooter ride (Ride), he shoot a guy (Guy) Leave you wet like you scuba dived We were younger then and now we're unified South London boys, get you crucified, I'm gone  It's that time Big Mike and Teddy are on grime I wanna try new things, they just want me to sing Because nobody thinks I write rhymes And now I'm back in the bits with my guy Give me a packet of crisps with my pint I hit my friends up, go straight to the pub 'Cause I haven't been home in time, yes, I But that's my fault (Oh) Grossed half a billi' on the Divide Tour (Oh) Yes, I ain't kidding, what would I lie for? (Oh) But now I'm back on the track with Big Michael (Woah) He said, ""Teddy, never get off your high horse And never let 'em take your crown"" I've been away for a while, traveled a million miles But I'm heading back to London town right now Jet plane headed up to the sky (To the sky) Spread wings in the clouds, getting high (Woop, woop) We ain't hit a rave in a while (In a while) So take me back to London Bass high, middle nights, ceilin' low (Ceilin' low) Sweat brow drippin' down, when in Rome (When in Rome) No town does it quite like my home So take me back to London  Yo, when I squeeze off this little pen of mine Done the remix, now I got Ed on grime And this ain't like any top ten of mine I arrived at Wembley ahead of time And that's stadiums, man are aliens I drink supermalts and Vibranium I got an RM11 titanium And I rock a 5970 daily, but I want soul, I want flows Don't need tags ripping off my clothes Don't need pricks blowin' up my phone And Ted said, ""That's just the way things go"" It's just the way things go, amazin' flows Grime or rap, man, I gave 'em both Took this sound that was made in Bow Went global, man, now the case is closed 2015 in a Badingham pub I told Stormz two years, he'll be wrapping it up And you'll go through tears with the people you love But when you get to the top, man, it's never enough 'Cause you can win BRITs (It don't stop) And you can do Glasto (Headline slot) But when you're miles away and you're feeling alone Gotta remember that there ain't no place like home Jet plane headed up to the sky (To the sky) Spread wings in the clouds, getting high (Getting high) We ain't hit a rave in a while (In a while) So take me back to London Bass high, middle nights, ceilin' low (Ceilin' low) Sweat brow drippin' down, when in Rome (When in Rome) No town does it quite like my home (Like my home) So take me back to London So take me back to London"
One,https://genius.com/Ed-sheeran-one-lyrics,"Tell me that you'll turn down the man Who asks for your hand 'Cause you're waiting for me And I know, you're gonna be away a while But I've got no plans at all to leave And would you take away my hopes and dreams? And just stay with me  All my senses come to life While I'm stumbling home as drunk as I Have ever been and I'll never leave again 'Cause you are the only one And all my friends have gone to find Another place to let their hearts collide Just promise me, you'll always be a friend 'Cause you are the only one  Take my hand and my Heart and soul, I will Only have these eyes for you And you know, everything changes but We'll be strangers if we see this through You could stay within these walls and bleed Or just stay with me, oh Lord now All my senses come to life While I'm stumbling home as drunk as I Have ever been and I'll never leave again 'Cause you are the only one And all my friends have gone to find Another place to let their hearts collide Just promise me, you'll always be a friend 'Cause you are the only one  Stumbling half drunk, getting myself lost I am so gone, so tell me the way home I listen to sad songs, singing about love And where it goes wrong  All my senses come to life While I'm stumbling home as drunk as I Have ever been and I'll never leave again 'Cause you are the only one And all my friends have gone to find Another place to let their hearts collide Just promise me, you'll always be a friend 'Cause you are the only one"
Bloodstream,https://genius.com/Ed-sheeran-bloodstream-lyrics,"I've been spinning now for time Couple women by my side I got sinning on my mind Sipping on red wine I've been sitting here for ages Ripping out the pages How'd I get so faded? How'd I get so faded?  Oh, no, no, don't leave me lonely now If you loved me how'd you never learn Ooh, coloured crimson in my eyes One or two could free my mind  This is how it ends I feel the chemicals Burn in my bloodstream Fading out again I feel the chemicals Burn in my bloodstream So tell me when it kicks in Well, tell me when it kicks in I've been looking for a lover Thought I'd find her in a bottle God, make me another one I'll be feeling this tomorrow Lord forgive me for the things I've done I was never meant to hurt no one I saw scars upon a broken hearted lover  Oh, no, no, don't leave me lonely now If you loved me how'd you never learn Ooh, coloured crimson in my eyes One or two could free my mind  This is how it ends I feel the chemicals Burn in my bloodstream Fading out again I feel the chemicals Burn in my bloodstream So tell me when it kicks in Well, tell me when it kicks in Tell me when it kicks in All the voices in my mind Calling out across the line All the voices in my mind Calling out across the line All the voices in my mind Calling out across the line All the voices in my mind Calling out across the line All the voices in my mind Calling out across the line All the voices in my mind Calling out across the line All the voices in my mind (tell me when it kicks in) Calling out across the line (and I saw scars upon her) All the voices in my mind (tell me when it kicks in) Calling out across the line (brokenhearted) All the voices in my mind (tell me when it kicks in) Calling out across the line (and I saw scars upon her) All the voices in my mind (tell me when it kicks in) Calling out across the line (brokenhearted) All the voices in my mind (tell me when it kicks in) Calling out across the line (and I saw scars upon her) All the voices in my mind (tell me when it kicks in) Calling out across the line (brokenhearted) All the voices in my mind (tell me when it kicks in) Calling out across the line (and I saw scars upon her) All the voices in my mind (tell me when it kicks in) Calling out across the line (brokenhearted) So tell me when it kicks in And I saw scars upon her Tell me when it kicks in Brokenhearted Tell me when it kicks in And I saw scars upon her Tell me when it kicks in Brokenhearted"
Afire Love,https://genius.com/Ed-sheeran-afire-love-lyrics,"Things were all good yesterday And then the devil took your memory And if you fell to your death today I hope that heaven is your resting place I heard the doctors put your chest in pain But then that could've been the medicine And now you're lying in the bed again Either way I'll cry with the rest of them  And my father told me ""son It's not his fault he doesn't know your face And you're not the only one"" Although my grandma used to say that he used to sing  Darling, hold me in your arms the way you did last night And we'll lie inside for a little while here, oh I could look into your eyes until the sun comes up And we're wrapped in light and life and love Put your open lips on mine and slowly let them shut For they're designed to be together, oh With your body next to mine, our hearts will beat as one And we're set alight, we're afire love Oh love And things were all good yesterday But then the devil took your breath away And now we're left here in the pain Black suit, black tie, standing in the rain And now my family is one again Stapled together with the strangers and a friend Came to my mind, I should paint it with a pen Six years old, I remember when  And my father told me ""son It's not his fault he doesn't know your face And you're not the only one"" Although my grandma used to say that he used to sing  Darling, hold me in your arms the way you did last night And we'll lie inside for a little while here, oh I could look into your eyes until the sun comes up And we're wrapped in light and life and love Put your open lips on mine and slowly let them shut For they're designed to be together, oh With your body next to mine, our hearts will beat as one And we're set alight, we're afire love Oh love And my father and all of my family Rise from their seats to sing hallelujah And my brother and all of my family Rise from their seats to sing hallelujah And my brother and all of my family Rise from their seats to sing hallelujah And all my brother and my sisters And my father and all of my family Rise from their seats to sing hallelujah"
Take It Back,https://genius.com/Ed-sheeran-take-it-back-lyrics,"I'm not a rapper, I'm a singer with a flow I've got a habit for spitting quicker lyrics, you know You'll find me ripping the writtens out of the pages they sit in I never want to get bitten 'cause plagiarism is hidden Watch how I sit on the rhythm, prisoner with the vision Signed to a label but didn't listen to any criticism Thought you knew but you didn't, so perk your ears up and listen Studio is a system and you could say that I'm driven And now it's onto the next saga, we drink the best lager I'll never try to win you over like your stepfather I'll do my own thing now and get respect after And I'm avoiding the 'caine like it was Get Carter For four years I never had a place to stay But it's safe to say that it kept me grounded like a paperweight At 16 years old, yeah, I moved out of my home I was Macy Gray, I tried to say goodbye and I choked And went from sleeping at a subway station To sleeping with a movie star and adding to the population Not my imagination, I don't wanna relax Would it hurt your reputation if I put it on wax? I'll take it back now  Mmm, come on and take it back, love Come on and take it back for us Don't you fade into the back, love No I take it back with the rhythm and blues With my rap pack, I'll be singing the news Tryna act like Jack Black when I bring it to school I'll make a beat with my feet by just hitting a loop Bringing the lyrics to prove that I can fit in these shoes I'll give you the truth through the vocal booth And stars burst out on the scene like an Opal Fruit They try to take aim like Beckham when he goes to shoot But then again that's what they're supposed to do And I'm supposed to be calm, I tattooed the lyrics onto my arm Whispering, ""Everything that happens is from now on"" I'll be ready to start again by the end of the song And still they're claiming that I handle it wrong But then I've never had an enemy except the NME But I'll be selling twice as many copies as their magazines'll ever be With only spectacles ahead of me and festival fees Are healthier than a dalmatian on Pedigree Singing for the masses, rubber dinghy rapids I keep this rapping a habit and keep on fashioning magic I'm battling for respect, and I don't know if I'll have it This song's from the heart, covered the planet, I'll take it back now  Mmm, come on and take it back, love Come on and take it back for us Don't you fade into the back, love No, I'll take it back now Now, I don't ever wanna be perfect 'Cause I'm a singer that you never wanna see shirtless And I accept the fact that someone's gotta win worst-dressed Taking my first steps into the scene, giving me focus Putting on a brave face like Timothy Dalton Considering a name change, thinking it was hopeless Rhyming over recordings, avoiding tradition 'Cause every day some lyrics and a melody could be written Now absence can make your heart ache But drinking Absinthe can change your mind state Vividly, need to let my liver be And I'll say it again, living life on the edge with a closed handful of friends It's good advice from the man who took his life on the road with me And I hope to see him blowing up globally 'Cause that's how it's supposed to be, I'm screaming out vocally It might seem totally impossible achieving life's dreams, but But I just write schemes I'm never having a stylist giving me tight jeans Madison Square Garden is where I might be, but more likely You'll find me in the back room of a dive bar with my mates Having a pint with McDaid, discussing records we made And every single second knowing that we'll never betray The way we were raised, remembering our background, sat down That's how we plan it out, it's time to take it back now Mmm, come on and take it back, love Come on and take it back for us Don't you fade into the back, love No Mmm, come on and take it back, love Come on and take it back for us Don't you fade into the back, love No  My dreams keep me awake at night, written in rhyme Till I deliver the hype, am I just living a lie? With this you must know that the numbers just sold Will keep me going through the tough times, dream with me We forget 90 percent of it when we wake But the other 10 percent, it never fades Dreaming dreams of day-to-day goals, stay awake loads Tried to make the cut like the paper with a razor blade Oh, never give up, just remember just to hold out more A couple years ago I couldn't just control that thought You'd find me busking on the street when it was cold outdoors Now I'm sweating on the stage of a sold-out tour Writing love songs for the sake of it, never to make a hit You can't fake talent and work ethic just to make it quick I'm not a rapper, I'm a singer, I just take the piss And most of these other guys are kids that pose His little sister has to babysit, that's just the way it is Dreams are your own, just set your goals and have the upmost faith in it Tread your own path, you'll never make it as a follower You'll never know where you will go or you will be tomorrow Igh!"
U.N.I.,https://genius.com/Ed-sheeran-uni-lyrics,"I found your hairband on my bedroom floor The only evidence that you've been here before And I don't get waves of missing you anymore They're more like tsunami tides in my eyes Never getting dry, so I get high Smoke away the days, never sleep with the light on Weeks pass in the blink of an eye And I'm still drunk at the end of the night I don't drink like everybody else I do it to forget things about myself Stumble and fall with head spin I've got My mind's with you but my heart's just not  So am I close to you anymore if it's over And there's no chance that we'll work it out?  That's why you and I Ended over U-N-I And I said that's fine But you're the only one that knows I lied You and I Ended over U-N-I And I said that's fine But you're the only one that knows I lied Everybody said we'd be together forever but I know that I never wanna settle down, come around Break up the love like Lego now Never wanna turn into another ""like you"" Sleep with my thoughts, dance with my views Everything’s great, not everything’s sure But you live in your halls and I live in a tour bus Now I'm in position to be another stalker Like every thing I say seems to always sound awkward Like our last kiss it was perfect, we were nervous On the surface And I'm always saying everyday that it was worth it Pain is only relevant if it still hurts I forget like an elephant, or we can use a sedative And go back to the day we fell in love just on our first kiss  So am I close to you anymore if it's over And there's no chance that we'll work it out?  Oh, you and I Ended over U-N-I And I said that's fine But you're the only one that knows I lied You and I Ended over U-N-I And I said that's fine But you're the only one that knows I lied Because, if I was gonna go somewhere I'd be there by now And maybe I can let myself down (wo-oahh) And thinking I am unaware, I keep my feet on the ground Keep looking around, to make sure I'm not, the only one to feel low Because if you want, I'll take you in my arms and keep you sheltered From all that I've done wrong And I'll know you'll say, that I'm the only one But I know God made another one of me To love you better than I ever will  'Cause you and I Ended over U-N-I And I said that's fine But you're the only one that knows I lied You and I Ended over U-N-I And I said that's fine But you're the only one that knows I lied"
Best Part of Me,https://genius.com/Ed-sheeran-best-part-of-me-lyrics,"My lungs are black, my heart is pure My hands are scarred from nights before And my hair is thin and falling out of all the wrong places I am a little insecure My eyes are crossed, but they're still blue I bite my nails and tell the truth I go from thin to overweight, day to day, it fluctuates My skin is inked, but faded, too  But she loves me, she loves me Why the hell does she love me When she could have anyone else? Oh, you love me, you love me Why the hell do you love me? 'Cause I don't even love myself  Baby, the best part of me is you And lately, everything's making sense, too Oh, baby, I'm so in love with you  I overthink and still forget I lose my phone and place my bets And I never catch the train on time Always 30 minutes behind Your worries ain't seen nothin' yet But you love me, you love me Why the hell you love me so When you could have anyone else? Yeah, yeah, he loves me, he loves me And I bet he never lets me go And shows me how to love myself  'Cause, baby, the best part of me is you Oh, lately, everything's making sense, too Baby, I'm so in love with you  With you Da-dum, da-dum, da-dum, da-dum  Baby, the best part of me is you (Whoa) Lately, everything's making sense, too Oh, baby, I'm so in love with you (Oh) Baby, I'm so in love with you (Yeah, yeah) Oh, baby, I'm so in love with you"
Small Bump,https://genius.com/Ed-sheeran-small-bump-lyrics,"You're just a small bump unborn In four months you're brought to life You might be left with my hair But you'll have your mother's eyes I'll hold your body in my hands, be as gentle as I can But for now you're a scan of my unmade plans A small bump in four months, you're brought to life  I'll whisper quietly I'll give you nothing but truth If you're not inside me I'll put my future in you  You are my one and only And you can wrap your fingers 'round my Thumb and hold me tight Oh, you are my one and only You can wrap your fingers 'round my Thumb and hold me tight And you'll be all right  You're just a small bump unknown, you'll grow into your skin With a smile like hers and a dimple beneath your chin Finger nails the size of a half grain of rice And eyelids closed to be soon opened wide A small bump, in four months you'll open your eyes And I'll hold you tightly I'll tell you nothing but truth If you're not inside me I'll put my future in you  You are my one and only And you can wrap your fingers round my Thumb and hold me tight Oh, you are my one and only You can wrap your fingers round my Thumb and hold me tight And you'll be all right  You can lie with me With your tiny feet When you're half asleep I'll leave you be Right in front of me For a couple weeks So I can keep you safe  'Cause you are my one and only You can wrap your fingers round my Thumb and hold me tight You are my one and only You can wrap your fingers round my Thumb and hold me tight And you'll be all right You were just a small bump unborn Just four months then torn from life Maybe you were needed up there But we're still unaware as why"
